Time,Laser Off,Laser Off Err,PCOn,PCOn Err,PCOff,PCOff Err,Laser On,Laser On Err
0.2480000108480453,0.1815613995121878,0.000838070490425685,0.18076171591208137,0.001186148706840852,0.18029851260857108,0.0011853922621975902,0.18053011559218626,0.0008384663553953458
0.2640000283718109,0.1804868451589525,0.0008450904479695508,0.1818625837052216,0.001188371039373433,0.1787567959816087,0.001187020545814299,0.18030809383749996,0.0008398264646609171
0.2800000309944153,0.18022966980031876,0.000846295950405621,0.18030426313340858,0.0011988731876177354,0.1793196299489158,0.0011918548309515407,0.1798105977109742,0.0008452429010518909
0.29600003361701965,0.1805504123200104,0.0008499200112666309,0.1802198717781873,0.001201972757473312,0.17888466942537362,0.0011996822623408167,0.17955187348717624,0.0008491125584264627
0.31200003623962397,0.18146941531345098,0.0008486198756824556,0.1766498907762373,0.0012100646236221809,0.18208714589353492,0.0012075879422049607,0.17937079847031306,0.0008547663521964691
0.3280000388622284,0.17929079717329327,0.0008541212643890831,0.1776644898223969,0.0012074935849328897,0.17772494467923478,0.0012094352080410909,0.17769470069255763,0.0008545130163987694
0.3440000116825104,0.1797200649153473,0.0008608426433735488,0.1769172922423896,0.0012100698271466448,0.17751079353306123,0.0012116068964025946,0.1772141369655317,0.00085619247523253
0.36000001430511475,0.1796041195555068,0.0008621565349950285,0.17723640644088037,0.0012235724635467902,0.17342445728680145,0.0012157703316792853,0.17532859659639446,0.0008624345571695768
0.3760000169277191,0.17983364714503633,0.0008678822982703536,0.17437767443679494,0.0012197324732623452,0.17308689328557564,0.001223415893486354,0.17373181359704218,0.0008637866954294358
0.3920000195503235,0.17949638144907648,0.0008668480744779409,0.17197931824436619,0.0012184764013748743,0.17156104978720862,0.0012226264473958624,0.17177028546398143,0.0008630601857949919
0.4080000221729279,0.17748458669258402,0.0008730125853389341,0.17143663930429132,0.0012252682106948384,0.17298929256243864,0.0012245046820933531,0.17221356601422422,0.0008661251548164034
0.4240000247955322,0.17842624344908806,0.0008774806195823479,0.1707369454696472,0.0012338938089429842,0.1708994425213106,0.0012310253681168427,0.1708181985389172,0.0008714810348288986
0.4400000274181366,0.17885337013397679,0.0008792166536767838,0.1711750810200457,0.0012515881651456043,0.16900260457698713,0.0012304267838113734,0.1700865029869688,0.000877523704882876
0.456000030040741,0.18007452487465145,0.0008836158372360685,0.17093289659579683,0.001235181523394538,0.17193865741812486,0.0012485605901328136,0.17143515008124072,0.0008781362778304138
0.4720000326633453,0.17798033295905746,0.0008880016972231185,0.166151037820421,0.0012406587469859967,0.1672617666536887,0.001236528465519778,0.16670663355904694,0.0008758181280131163
0.4880000054836273,0.180020041506818,0.0008845218359242638,0.16884477943302229,0.00124853542914659,0.16660353339555856,0.0012425017602570344,0.16772352962973835,0.0008807138104573641
0.5040000081062317,0.1803091950752033,0.0008919424806287349,0.1672972921277739,0.0012552895988280671,0.1657219586889818,0.0012544837776459923,0.166508867790344,0.0008873385922800699
0.5199999809265137,0.17943754516288893,0.0008944684295301192,0.16584947791397192,0.0012484823309832417,0.16406308711496642,0.0012494656276717871,0.16495572929766136,0.0008831585103427702
0.5360000133514404,0.17815951668264524,0.000896841482903674,0.16364256339787414,0.0012587276395524924,0.1630249148822975,0.0012576775948480536,0.16333333121637195,0.0008896834598024402
0.5519999861717224,0.1817490884696281,0.0009068048756100117,0.1629314565988415,0.0012727875701684056,0.16297107116102186,0.0012714129177549935,0.1629512720592623,0.0008995105171871894
0.5680000185966492,0.17915130563706938,0.0009061117248555617,0.16353276181670065,0.0012558820483389503,0.1642963138757793,0.0012739832923367978,0.16391421336489614,0.000894454017983023
0.5839999914169312,0.18002948509328853,0.0009096541215359216,0.16182753264494742,0.0012819634564307906,0.1600899175026173,0.001273551246367874,0.16095687711455747,0.0009035043270566664
0.6000000238418579,0.17958392422758732,0.000912985387784065,0.16044390339916206,0.0012711475664914879,0.16264258284671004,0.0012850263615064388,0.16154347988504775,0.0009037572043727143
0.6159999966621399,0.18066106394669432,0.0009194845094247943,0.1633207333825644,0.001296860650503643,0.16263098087147826,0.0012940385337635776,0.16297599663417517,0.0009160224397331544
0.6319999694824219,0.1803163510732741,0.0009210248315849652,0.16042907363129028,0.0012880675096208927,0.16079718680345328,0.0012948798322820019,0.16061329618805933,0.0009132175054349814
0.6480000019073486,0.17809138319331289,0.0009191856060401033,0.15921419584311194,0.001298218561616385,0.15804162768582572,0.0012831692219529157,0.1586267785870389,0.0009126541065887734
0.6639999747276306,0.18045843589778537,0.0009340462558166773,0.15890506112738673,0.0012985042147177167,0.16252967506757482,0.0012913344383768414,0.1607177503361502,0.0009156487632555362
0.6800000071525574,0.17958521595385327,0.0009326265190872856,0.15800283175850377,0.0013005636260898404,0.15833831081107516,0.0013043995990218414,0.15817075169781972,0.0009209979219966157
0.6959999799728394,0.1800294243168232,0.0009341245877833826,0.1576350196765926,0.0013025913302096754,0.1578797063435514,0.0013065996857293375,0.1577571791762931,0.0009224861681144374
